k,seed,top_k,project_id,frequency
250,20260737,50,49876476,1
250,20260737,50,507775,1
250,20260737,50,51905353,1
250,20260737,50,52855516,1
250,20260737,50,5349565,1
250,20260737,50,546206616,1
250,20260737,50,60246359,1
250,20260737,50,619008516,1
250,20260737,50,6358188,1
250,20260737,50,660776503,1
250,20260737,50,6838921,1
250,20260737,50,6934395,1
250,20260737,50,75425073,1
250,20260737,50,77385607,1
250,20260737,50,911980,1
250,20260737,50,927442,1
250,20260737,50,9342529,1
250,20260737,50,95614931,1
250,20260738,10,11225014,1
250,20260738,10,138754790,1
250,20260738,10,16563587,1
250,20260738,10,166515022,1
250,20260738,10,17165658,1
250,20260738,10,334274271,1
250,20260738,10,358917318,1
250,20260738,10,453068084,1
250,20260738,10,507775,1
250,20260738,10,60246359,1
250,20260738,20,11225014,1
250,20260738,20,130688011,1
250,20260738,20,138754790,1
250,20260738,20,156018,1
250,20260738,20,16563587,1
250,20260738,20,166515022,1
250,20260738,20,17165658,1
250,20260738,20,190416463,1
250,20260738,20,197814629,1
250,20260738,20,268163609,1
250,20260738,20,302827809,1
250,20260738,20,334274271,1
250,20260738,20,358917318,1
250,20260738,20,388946490,1
250,20260738,20,41986369,1
250,20260738,20,453068084,1
250,20260738,20,507775,1
250,20260738,20,60246359,1
250,20260738,20,619008516,1
250,20260738,20,6838921,1
250,20260738,50,105944401,1
250,20260738,50,11008207,1
250,20260738,50,11225014,1
250,20260738,50,114619105,1
250,20260738,50,130688011,1
250,20260738,50,13124802,1
250,20260738,50,138754790,1
250,20260738,50,150954997,1
250,20260738,50,156018,1
250,20260738,50,16563587,1
250,20260738,50,166515022,1
250,20260738,50,17165658,1
250,20260738,50,190416463,1
250,20260738,50,197814629,1
250,20260738,50,19961085,1
250,20260738,50,20300177,1
250,20260738,50,20587599,1
250,20260738,50,208728772,1
250,20260738,50,23096959,1
250,20260738,50,23357588,1
250,20260738,50,268163609,1
250,20260738,50,302827809,1
250,20260738,50,30449481,1
250,20260738,50,334274271,1
250,20260738,50,339993112,1
250,20260738,50,341631350,1
250,20260738,50,351806852,1
250,20260738,50,358917318,1
250,20260738,50,3786237,1
250,20260738,50,388946490,1
250,20260738,50,41986369,1
250,20260738,50,422821402,1
250,20260738,50,44781140,1
250,20260738,50,453068084,1
250,20260738,50,49876476,1
250,20260738,50,507775,1
250,20260738,50,51905353,1
250,20260738,50,5349565,1
250,20260738,50,546206616,1
250,20260738,50,60246359,1
250,20260738,50,619008516,1
250,20260738,50,6358188,1
250,20260738,50,6838921,1
250,20260738,50,6934395,1
250,20260738,50,7437073,1
250,20260738,50,75425073,1
250,20260738,50,911980,1
250,20260738,50,927442,1
250,20260738,50,9342529,1
250,20260738,50,95817032,1
250,20260739,10,11225014,1
250,20260739,10,138754790,1
250,20260739,10,16563587,1
250,20260739,10,17165658,1
250,20260739,10,334274271,1
250,20260739,10,358917318,1
250,20260739,10,453068084,1
250,20260739,10,507775,1
250,20260739,10,60246359,1
250,20260739,10,6838921,1
250,20260739,20,11225014,1
250,20260739,20,114619105,1
250,20260739,20,138754790,1
250,20260739,20,156018,1
250,20260739,20,16563587,1
250,20260739,20,166515022,1
250,20260739,20,17165658,1
250,20260739,20,197814629,1
250,20260739,20,208728772,1
250,20260739,20,268163609,1
250,20260739,20,334274271,1
250,20260739,20,358917318,1
250,20260739,20,3786237,1
250,20260739,20,388946490,1
250,20260739,20,41986369,1
250,20260739,20,453068084,1
250,20260739,20,49876476,1
250,20260739,20,507775,1
250,20260739,20,60246359,1
250,20260739,20,6838921,1
250,20260739,50,11225014,1
250,20260739,50,114619105,1
250,20260739,50,11695619,1
250,20260739,50,130688011,1
250,20260739,50,138754790,1
250,20260739,50,150954997,1
250,20260739,50,156018,1
250,20260739,50,16563587,1
250,20260739,50,166515022,1
250,20260739,50,17165658,1
250,20260739,50,190416463,1
250,20260739,50,197814629,1
250,20260739,50,198683574,1
250,20260739,50,19961085,1
250,20260739,50,20300177,1
250,20260739,50,20587599,1
250,20260739,50,208728772,1
250,20260739,50,23096959,1
250,20260739,50,23357588,1
250,20260739,50,268163609,1
250,20260739,50,302827809,1
250,20260739,50,30449481,1
250,20260739,50,334274271,1
250,20260739,50,341631350,1
250,20260739,50,351806852,1
250,20260739,50,357707809,1
250,20260739,50,358917318,1
250,20260739,50,3786237,1
250,20260739,50,385634291,1
250,20260739,50,388946490,1
250,20260739,50,41986369,1
250,20260739,50,453068084,1
250,20260739,50,480217156,1
250,20260739,50,49876476,1
250,20260739,50,507775,1
250,20260739,50,51905353,1
250,20260739,50,52855516,1
250,20260739,50,5349565,1
250,20260739,50,60246359,1
250,20260739,50,619008516,1
250,20260739,50,6358188,1
250,20260739,50,6838921,1
250,20260739,50,6934395,1
250,20260739,50,75425073,1
250,20260739,50,77385607,1
250,20260739,50,86868560,1
250,20260739,50,911980,1
250,20260739,50,927442,1
250,20260739,50,9342529,1
250,20260739,50,95817032,1
250,20260740,10,11225014,1
250,20260740,10,138754790,1
250,20260740,10,16563587,1
250,20260740,10,17165658,1
250,20260740,10,197814629,1
250,20260740,10,268163609,1
250,20260740,10,334274271,1
250,20260740,10,453068084,1
250,20260740,10,60246359,1
250,20260740,10,6838921,1
250,20260740,20,11225014,1
250,20260740,20,114619105,1
250,20260740,20,130688011,1
250,20260740,20,138754790,1
250,20260740,20,156018,1
250,20260740,20,16563587,1
250,20260740,20,166515022,1
250,20260740,20,17165658,1
250,20260740,20,190416463,1
250,20260740,20,197814629,1
250,20260740,20,268163609,1
250,20260740,20,334274271,1
250,20260740,20,358917318,1
250,20260740,20,385634291,1
250,20260740,20,453068084,1
250,20260740,20,507775,1
250,20260740,20,60246359,1
250,20260740,20,619008516,1
250,20260740,20,6838921,1
250,20260740,20,6934395,1
250,20260740,50,105944401,1
250,20260740,50,11008207,1
250,20260740,50,11225014,1
250,20260740,50,114619105,1
250,20260740,50,130688011,1
250,20260740,50,138754790,1
250,20260740,50,150954997,1
250,20260740,50,156018,1
250,20260740,50,16563587,1
250,20260740,50,166515022,1
250,20260740,50,17165658,1
250,20260740,50,190416463,1
250,20260740,50,197814629,1
250,20260740,50,19961085,1
250,20260740,50,20300177,1
250,20260740,50,20587599,1
250,20260740,50,208728772,1
250,20260740,50,23096959,1
250,20260740,50,23357588,1
250,20260740,50,268163609,1
250,20260740,50,302827809,1
250,20260740,50,334274271,1
250,20260740,50,341631350,1
250,20260740,50,351806852,1
250,20260740,50,358917318,1
250,20260740,50,3786237,1
250,20260740,50,385634291,1
250,20260740,50,388946490,1
250,20260740,50,396856161,1
250,20260740,50,41986369,1
250,20260740,50,422821402,1
250,20260740,50,453068084,1
250,20260740,50,480217156,1
250,20260740,50,49876476,1
250,20260740,50,507775,1
250,20260740,50,51905353,1
250,20260740,50,52855516,1
250,20260740,50,542714,1
250,20260740,50,60246359,1
250,20260740,50,60377070,1
250,20260740,50,619008516,1
250,20260740,50,6358188,1
250,20260740,50,660776503,1
250,20260740,50,6838921,1
250,20260740,50,6934395,1
250,20260740,50,724712,1
250,20260740,50,75425073,1
250,20260740,50,927442,1
250,20260740,50,95817032,1
250,20260740,50,99919302,1
250,20260741,10,11225014,1
250,20260741,10,138754790,1
250,20260741,10,16563587,1
250,20260741,10,17165658,1
250,20260741,10,334274271,1
250,20260741,10,358917318,1
250,20260741,10,453068084,1
250,20260741,10,507775,1
250,20260741,10,60246359,1
250,20260741,10,6838921,1
250,20260741,20,11225014,1
250,20260741,20,138754790,1
250,20260741,20,156018,1
250,20260741,20,16563587,1
250,20260741,20,166515022,1
250,20260741,20,17165658,1
250,20260741,20,190416463,1
250,20260741,20,197814629,1
250,20260741,20,208728772,1
250,20260741,20,268163609,1
250,20260741,20,302827809,1
250,20260741,20,334274271,1
250,20260741,20,351806852,1
250,20260741,20,358917318,1
250,20260741,20,41986369,1
250,20260741,20,453068084,1
250,20260741,20,507775,1
250,20260741,20,60246359,1
250,20260741,20,6838921,1
250,20260741,20,6934395,1
250,20260741,50,105944401,1
250,20260741,50,11008207,1
250,20260741,50,11225014,1
250,20260741,50,114619105,1
250,20260741,50,130688011,1
250,20260741,50,138754790,1
250,20260741,50,150954997,1
250,20260741,50,156018,1
250,20260741,50,16563587,1
250,20260741,50,166515022,1
250,20260741,50,17165658,1
250,20260741,50,190416463,1
250,20260741,50,197814629,1
250,20260741,50,19961085,1
250,20260741,50,20300177,1
250,20260741,50,20587599,1
250,20260741,50,208728772,1
250,20260741,50,23096959,1
250,20260741,50,23357588,1
250,20260741,50,268163609,1
250,20260741,50,302827809,1
250,20260741,50,334274271,1
250,20260741,50,339993112,1
250,20260741,50,341631350,1
250,20260741,50,351806852,1
250,20260741,50,357707809,1
250,20260741,50,358917318,1
250,20260741,50,3786237,1
250,20260741,50,385634291,1
250,20260741,50,388946490,1
250,20260741,50,41986369,1
250,20260741,50,422821402,1
250,20260741,50,453068084,1
250,20260741,50,480217156,1
250,20260741,50,49876476,1
250,20260741,50,507775,1
250,20260741,50,51905353,1
250,20260741,50,52855516,1
250,20260741,50,546206616,1
250,20260741,50,60246359,1
250,20260741,50,619008516,1
250,20260741,50,6358188,1
250,20260741,50,6838921,1
250,20260741,50,6934395,1
250,20260741,50,75425073,1
250,20260741,50,79317191,1
250,20260741,50,86868560,1
250,20260741,50,911980,1
250,20260741,50,927442,1
250,20260741,50,9342529,1
250,20260742,10,11225014,1
250,20260742,10,138754790,1
250,20260742,10,16563587,1
250,20260742,10,17165658,1
250,20260742,10,197814629,1
250,20260742,10,334274271,1
250,20260742,10,453068084,1
250,20260742,10,507775,1
250,20260742,10,60246359,1
250,20260742,10,6838921,1
250,20260742,20,11225014,1
250,20260742,20,130688011,1
250,20260742,20,138754790,1
250,20260742,20,16563587,1
250,20260742,20,166515022,1
250,20260742,20,17165658,1
250,20260742,20,190416463,1
250,20260742,20,197814629,1
250,20260742,20,268163609,1
250,20260742,20,334274271,1
250,20260742,20,351806852,1
250,20260742,20,358917318,1
250,20260742,20,3786237,1
250,20260742,20,388946490,1
250,20260742,20,41986369,1
250,20260742,20,453068084,1
250,20260742,20,507775,1
250,20260742,20,60246359,1
250,20260742,20,6838921,1
250,20260742,20,6934395,1
250,20260742,50,11225014,1
250,20260742,50,114619105,1
250,20260742,50,130688011,1
250,20260742,50,138754790,1
250,20260742,50,150954997,1
250,20260742,50,156018,1
250,20260742,50,16563587,1
250,20260742,50,166515022,1
250,20260742,50,17165658,1
250,20260742,50,190416463,1
250,20260742,50,197814629,1
250,20260742,50,198683574,1
250,20260742,50,19961085,1
250,20260742,50,20300177,1
250,20260742,50,20587599,1
250,20260742,50,208728772,1
250,20260742,50,23096959,1
250,20260742,50,23357588,1
250,20260742,50,268163609,1
250,20260742,50,302827809,1
250,20260742,50,30449481,1
250,20260742,50,334274271,1
250,20260742,50,341631350,1
250,20260742,50,351806852,1
250,20260742,50,358917318,1
250,20260742,50,3786237,1
250,20260742,50,385634291,1
250,20260742,50,388946490,1
250,20260742,50,41986369,1
250,20260742,50,422821402,1
250,20260742,50,453068084,1
250,20260742,50,480217156,1
250,20260742,50,48833910,1
250,20260742,50,49876476,1
250,20260742,50,507775,1
250,20260742,50,51905353,1
250,20260742,50,52855516,1
250,20260742,50,546206616,1
250,20260742,50,60246359,1
250,20260742,50,619008516,1
250,20260742,50,6358188,1
250,20260742,50,6838921,1
250,20260742,50,6934395,1
250,20260742,50,75425073,1
250,20260742,50,77385607,1
250,20260742,50,911980,1
250,20260742,50,927442,1
250,20260742,50,9342529,1
250,20260742,50,95614931,1
250,20260742,50,95817032,1
250,20260743,10,11225014,1
250,20260743,10,138754790,1
250,20260743,10,16563587,1
250,20260743,10,17165658,1
250,20260743,10,197814629,1
250,20260743,10,334274271,1
250,20260743,10,358917318,1
250,20260743,10,453068084,1
250,20260743,10,507775,1
250,20260743,10,60246359,1
250,20260743,20,11225014,1
250,20260743,20,138754790,1
250,20260743,20,156018,1
250,20260743,20,16563587,1
250,20260743,20,166515022,1
250,20260743,20,17165658,1
250,20260743,20,190416463,1
250,20260743,20,197814629,1
250,20260743,20,208728772,1
250,20260743,20,268163609,1
250,20260743,20,302827809,1
250,20260743,20,334274271,1
250,20260743,20,358917318,1
250,20260743,20,388946490,1
250,20260743,20,453068084,1
250,20260743,20,480217156,1
250,20260743,20,507775,1
250,20260743,20,60246359,1
250,20260743,20,6838921,1
250,20260743,20,6934395,1
250,20260743,50,105944401,1
250,20260743,50,11008207,1
250,20260743,50,11225014,1
250,20260743,50,114619105,1
250,20260743,50,130688011,1
250,20260743,50,138754790,1
250,20260743,50,150954997,1
250,20260743,50,156018,1
250,20260743,50,16563587,1
250,20260743,50,166515022,1
250,20260743,50,17165658,1
250,20260743,50,190416463,1
250,20260743,50,197814629,1
